policy_name,number_samples,average,standard_deviation
myopic,1,7.609879999999205,0
myopic,10,7.609879999999205,0
myopic,50,7.609879999999205,0
myopic,100,7.609879999999205,0
myopic,500,7.609879999999205,0
myopic,1000,7.609879999999205,0
myopic,5000,7.609879999999205,0
balance,1,7.726519999999191,0
balance,10,7.726519999999191,0
balance,50,7.726519999999191,0
balance,100,7.726519999999191,0
balance,500,7.726519999999191,0
balance,1000,7.726519999999191,0
balance,5000,7.726519999999191,0
iid_dp,1,7.610190999999164,0.04506604796298485
iid_dp,10,7.711440999999176,0.01817916111927467
iid_dp,50,7.719017499999187,0.008003131808865865
iid_dp,100,7.718897999999188,0.007569512930175521
iid_dp,500,7.72261499999919,0.005972258785420557
iid_dp,1000,7.725222499999194,0.0038986996229457543
iid_dp,5000,7.7265199999991925,1.7763568394002505e-15
indep_dp,1,7.586800999999214,0.08489127704887249
indep_dp,10,7.703477499999174,0.020995394941521188
indep_dp,50,7.714848499999175,0.008100847039044233
indep_dp,100,7.717493999999188,0.008752995715759094
indep_dp,500,7.721370499999189,0.0057674383178346195
indep_dp,1000,7.7240379999991955,0.004751473034747947
indep_dp,5000,7.7265199999991925,1.7763568394002505e-15
markov_dp,1,7.605943999999175,0.03747799879930898
markov_dp,10,7.685572499999177,0.034269678562117656
markov_dp,50,7.711956999999176,0.013348277079838834
markov_dp,100,7.716163999999191,0.011505147717431753
markov_dp,500,7.724855499999189,0.0034831773928421152
markov_dp,1000,7.726034999999189,0.0014550000000101984
markov_dp,5000,7.7265199999991925,1.7763568394002505e-15
