policy_name,number_samples,average,standard_deviation
myopic,1,2.748650000000092,0
myopic,10,2.748650000000092,0
myopic,50,2.748650000000092,0
myopic,100,2.748650000000092,0
myopic,500,2.748650000000092,0
myopic,1000,2.748650000000092,0
myopic,5000,2.748650000000092,0
balance,1,2.748650000000092,0
balance,10,2.748650000000092,0
balance,50,2.748650000000092,0
balance,100,2.748650000000092,0
balance,500,2.748650000000092,0
balance,1000,2.748650000000092,0
balance,5000,2.748650000000092,0
iid_dp,1,3.0735400000003095,0.16995946619719993
iid_dp,10,3.1736575000004317,0.021512190003574582
iid_dp,50,3.1848100000004296,0.006119999999994796
iid_dp,100,3.1848100000004296,0.006119999999994796
iid_dp,500,3.186850000000428,4.440892098500626e-16
iid_dp,1000,3.186850000000428,4.440892098500626e-16
iid_dp,5000,3.186850000000428,4.440892098500626e-16
indep_dp,1,3.0958400000002912,0.14265299558726116
indep_dp,10,3.1729950000003777,0.022055996350169062
indep_dp,50,3.1847800000003477,0.004254186173626592
indep_dp,100,3.1858000000003472,0.0006873863542965175
indep_dp,500,3.1858000000003472,0.0006873863542965175
indep_dp,1000,3.1862500000003817,0.0007348469228917639
indep_dp,5000,3.1859500000003584,0.0007348469228917641
markov_dp,1,3.0833900000003216,0.15084550589934353
markov_dp,10,3.1784650000004175,0.0098230990527223
markov_dp,50,3.181750000000432,0.008833459118593763
markov_dp,100,3.1827700000004313,0.008159999999993062
markov_dp,500,3.1858300000004283,0.004446076922407707
markov_dp,1000,3.1848100000004296,0.006119999999994796
markov_dp,5000,3.186850000000428,4.440892098500626e-16
thresholds,1,2.9905125000002535,0.16150245808897948
thresholds,10,3.158935000000371,0.032497500288459484
thresholds,50,3.1780425000003882,0.0124484866048031
thresholds,100,3.1826850000003644,0.009029245538803896
thresholds,500,3.1851500000003647,0.002937473404164097
thresholds,1000,3.186400000000393,0.0006873863542965175
thresholds,5000,3.185725000000341,0.0006495190528885429
optimal_dp,1,3.1868500000004283,0
optimal_dp,10,3.1868500000004283,0
optimal_dp,50,3.1868500000004283,0
optimal_dp,100,3.1868500000004283,0
optimal_dp,500,3.1868500000004283,0
optimal_dp,1000,3.1868500000004283,0
optimal_dp,5000,3.1868500000004283,0
