policy_name,number_samples,average,standard_deviation
optimal_dp,1,6.090950000000167,0
optimal_dp,5,6.090950000000167,0
optimal_dp,10,6.090950000000167,0
optimal_dp,50,6.090950000000167,0
optimal_dp,100,6.090950000000167,0
optimal_dp,500,6.090950000000167,0
myopic,1,6.107000000000118,0
myopic,5,6.107000000000118,0
myopic,10,6.107000000000118,0
myopic,50,6.107000000000118,0
myopic,100,6.107000000000118,0
myopic,500,6.107000000000118,0
balance,1,6.131200000000128,0
balance,5,6.131200000000128,0
balance,10,6.131200000000128,0
balance,50,6.131200000000128,0
balance,100,6.131200000000128,0
balance,500,6.131200000000128,0
iid_dp,1,6.0353670000001225,0.10520439183323778
iid_dp,5,6.106065000000136,0.05034145930542866
iid_dp,10,6.11315500000014,0.040753016146045304
iid_dp,50,6.12362600000014,0.019221415764706214
iid_dp,100,6.12852400000014,0.007860872979502978
iid_dp,500,6.128021000000137,0.0025728212141504173
indep_dp,1,6.058727000000114,0.08930737495302943
indep_dp,5,6.094448000000134,0.06362542020293772
indep_dp,10,6.099723000000136,0.05805065995318555
indep_dp,50,6.12326900000014,0.022594496874233205
indep_dp,100,6.12765900000014,0.011798002754699393
indep_dp,500,6.128780000000138,0.0033754258990484317
off_sp_rejections,1,6.0563890000001175,0.09529736213033697
off_sp_rejections,5,6.065591000000118,0.08838232384928847
off_sp_rejections,10,6.070192000000118,0.08433772308997001
off_sp_rejections,50,6.097798000000118,0.04508040922618307
off_sp_rejections,100,6.10700000000012,1.7763568394002505e-15
off_sp_rejections,500,6.10700000000012,1.7763568394002505e-15
off_sp_no_rejections,1,6.0563890000001175,0.09529736213033697
off_sp_no_rejections,5,6.065591000000118,0.08838232384928847
off_sp_no_rejections,10,6.070192000000118,0.08433772308997001
off_sp_no_rejections,50,6.097798000000118,0.04508040922618307
off_sp_no_rejections,100,6.10700000000012,1.7763568394002505e-15
off_sp_no_rejections,500,6.10700000000012,1.7763568394002505e-15
