graph_name,demand_model,weight_mode,total_inventory,train_greedy_performance,train_lp_performance,train_lp_benchmark,test_greedy_performance,test_lp_performance,test_lp_benchmark,l1_norm
complete,deter,uniform,150,133.56564150560223,133.57863333772895,133.57863333772895,133.6595240604273,133.66477840652908,133.67046459335964,6
complete,deter,uniform,200,171.36290737262448,171.37371051141398,171.37371051141398,171.468875009543,171.48246288962002,171.48246288962002,4
complete,deter,uniform,250,172.0863724177994,172.0863724177994,172.0863724177994,172.20524704455647,172.20524704455647,172.20571156561508,0
complete,deter,rewardbased,150,134.63691081033247,134.64728466410907,134.64728466410907,134.68117011455078,134.68858153949657,134.68858153949657,4
complete,deter,rewardbased,200,172.84472512616753,172.84780429820876,172.84780429820876,172.90616935585464,172.90916903743948,172.90964567669184,4
complete,deter,rewardbased,250,173.58623792821584,173.58623792821584,173.58623792821584,173.6292361805861,173.6292361805861,173.62951840913146,0
complete,indep,uniform,150,127.4327845048513,127.4327845048513,127.4327845048513,127.4715527720818,127.4715527720818,127.4838390392843,0
complete,indep,uniform,200,153.67904838252585,153.67936865692403,153.67936865692403,153.35977940996068,153.3597821197754,153.37082685123147,2
complete,indep,uniform,250,166.22626088347423,166.22626088347423,166.22626088347423,164.72906265913005,164.72906265913005,164.73462704792541,0
complete,indep,rewardbased,150,128.10373644564677,128.10373644564677,128.10373644564677,128.34335050504762,128.34335050504762,128.35509087029024,0
complete,indep,rewardbased,200,155.86469696594762,155.86469696594762,155.86469696594762,154.55841008253458,154.55841008253458,154.56189992959517,0
complete,indep,rewardbased,250,169.29840449008674,169.29840449008674,169.29840449008674,166.88634189766614,166.88634189766614,166.88810324826213,0
complete,correl,uniform,150,93.2555170046971,93.2555170046971,93.2555170046971,93.29910256671684,93.29910256671684,93.30051978272184,0
complete,correl,uniform,200,110.57326335401571,110.57326335401571,110.57326335401571,110.60999379473314,110.60999379473314,110.61294466166268,0
complete,correl,uniform,250,123.76692529219477,123.76692529219477,123.76692529219477,124.16653781313602,124.16653781313602,124.16990452954208,0
complete,correl,rewardbased,150,93.8971406427905,93.8971406427905,93.8971406427905,93.92322183769474,93.92322183769474,93.92494539983916,0
complete,correl,rewardbased,200,111.37065780472967,111.37065780472967,111.37065780472967,111.41267013512255,111.41267013512255,111.41602126978518,0
complete,correl,rewardbased,250,124.69880655248642,124.69895731236572,124.69895731236572,125.0964527319154,125.09711433040206,125.09908515575461,2
longchain,deter,uniform,150,107.01068113694033,107.01068113694033,107.01068113694033,106.80752250486299,106.80752250486299,106.83273237975723,0
longchain,deter,uniform,200,123.87037706559869,123.87037706559869,123.87037706559869,123.67590645068013,123.67590645068013,123.67590645068013,0
longchain,deter,uniform,250,127.99973599948804,127.99973599948804,127.99973599948804,127.95211240347274,127.95211240347274,127.95610970413387,0
longchain,deter,rewardbased,150,110.67695783469301,110.67695783469301,110.67695783469301,110.62127709476407,110.62127709476407,110.6256668767991,0
longchain,deter,rewardbased,200,134.5108027236079,134.5108027236079,134.5108027236079,134.34244310365312,134.34244310365312,134.3460329042322,0
longchain,deter,rewardbased,250,138.85577886261018,138.85577886261018,138.85577886261018,138.75587013699814,138.75587013699814,138.7565016430697,0
longchain,indep,uniform,150,77.61957151252881,77.61957151252881,77.61957151252881,79.55053474054948,79.55053474054948,79.62351059411515,0
longchain,indep,uniform,200,91.0673320001589,91.06765068776082,91.06765068776082,93.70325505887601,93.72659655354096,93.8295108972936,2
longchain,indep,uniform,250,101.02996085871517,101.02996085871517,101.02996085871517,104.07034441459936,104.07034441459936,104.21985065492609,0
longchain,indep,rewardbased,150,82.97273323167843,82.97273323167843,82.97273323167843,80.08301114161728,80.08301114161728,80.46292129042146,0
longchain,indep,rewardbased,200,98.63999664046035,98.63999664046035,98.63999664046035,95.15307423485764,95.15307423485764,95.5099245851348,0
longchain,indep,rewardbased,250,110.34030100409551,110.34030100409551,110.34030100409551,106.53419198766652,106.53419198766652,106.82347282276118,0
longchain,correl,uniform,150,71.17366762421406,71.17366762421406,71.17366762421406,71.10493365991142,71.10493365991142,71.11873175048572,0
longchain,correl,uniform,200,83.80224689453703,83.80224689453703,83.80224689453703,83.8451004853751,83.8451004853751,83.85214120373597,0
longchain,correl,uniform,250,93.25672935664669,93.25672935664669,93.25672935664669,93.6990015133345,93.6990015133345,93.72171521021977,0
longchain,correl,rewardbased,150,75.09842290468858,75.09862503684107,75.09862503684107,75.03136948650126,75.0293904071738,75.04685134562904,2
longchain,correl,rewardbased,200,89.05990647653074,89.06362118781452,89.06362118781452,88.95820315252267,88.95537558829129,88.95820315252267,2
longchain,correl,rewardbased,250,99.73337716959693,99.73337716959693,99.73337716959693,99.90988346971015,99.90988346971015,99.91193098762025,0
