policy_name,number_samples,average,standard_deviation
myopic,10,8.38432835820895,0
myopic,50,8.38432835820895,0
myopic,100,8.38432835820895,0
myopic,500,8.38432835820895,0
myopic,1000,8.38432835820895,0
myopic,5000,8.38432835820895,0
balance,10,8.358208955223876,0
balance,50,8.358208955223876,0
balance,100,8.358208955223876,0
balance,500,8.358208955223876,0
balance,1000,8.358208955223876,0
balance,5000,8.358208955223876,0
iid_dp,10,8.368967661691537,0.01981977955334111
iid_dp,50,8.373196517412932,0.018034718647819876
iid_dp,100,8.375310945273627,0.016635426837139235
iid_dp,500,8.381094527363178,0.01608954762366187
iid_dp,1000,8.377176616915417,0.012960861462619487
iid_dp,5000,8.370024875621887,0.008486014976823731
indep_dp,10,8.363557213930346,0.020194118101096812
indep_dp,50,8.378047263681587,0.018675260270068435
indep_dp,100,8.38227611940298,0.017427477048140412
indep_dp,500,8.381156716417903,0.016404124130320066
indep_dp,1000,8.379291044776114,0.014123762777082289
indep_dp,5000,8.37220149253731,0.009988073318891413
markov_dp,10,8.372388059701489,0.030050636704031162
markov_dp,50,8.378233830845767,0.019783158420613806
markov_dp,100,8.38109452736318,0.012594780637016727
markov_dp,500,8.38432835820895,0.014219415509480455
markov_dp,1000,8.387748756218901,0.012051686857448316
markov_dp,5000,8.39185323383084,0.0016905817436648238
lp_re_solving,10,8.362810945273626,0.0358051288546179
lp_re_solving,50,8.369340796019896,0.01848375464194843
lp_re_solving,100,8.369527363184075,0.01233728028937098
lp_re_solving,500,8.366231343283577,0.008065179561447129
lp_re_solving,1000,8.362375621890545,0.003610716011690619
lp_re_solving,5000,8.361442786069647,0.0026791864712114415
filtered_lp_re_solving,10,7.418532338308448,0.23876790871020773
filtered_lp_re_solving,50,8.243656716417906,0.05598521079823777
filtered_lp_re_solving,100,8.31293532338308,0.03816077691725319
filtered_lp_re_solving,500,8.367848258706463,0.013325737375547786
filtered_lp_re_solving,1000,8.370024875621885,0.008834348685114622
filtered_lp_re_solving,5000,8.372574626865667,0.00892992383863761
optimal_dp,10,8.393034825870641,0
optimal_dp,50,8.393034825870641,0
optimal_dp,100,8.393034825870641,0
optimal_dp,500,8.393034825870641,0
optimal_dp,1000,8.393034825870641,0
optimal_dp,5000,8.393034825870641,0
