policy_name,number_samples,average,standard_deviation
myopic,1,5.580000000000326,0
myopic,10,5.580000000000326,0
myopic,50,5.580000000000326,0
myopic,100,5.580000000000326,0
myopic,500,5.580000000000326,0
myopic,1000,5.580000000000326,0
myopic,5000,5.580000000000326,0
balance,1,5.389050000000214,0
balance,10,5.389050000000214,0
balance,50,5.389050000000214,0
balance,100,5.389050000000214,0
balance,500,5.389050000000214,0
balance,1000,5.389050000000214,0
balance,5000,5.389050000000214,0
iid_dp,1,5.502442500000272,0.10618567261532551
iid_dp,10,5.557415000000322,0.019072672531670734
iid_dp,50,5.563875000000327,0.005995519160173502
iid_dp,100,5.561300000000325,0.005118349343294678
iid_dp,500,5.559475000000328,1.7763568394002505e-15
iid_dp,1000,5.559475000000328,1.7763568394002505e-15
iid_dp,5000,5.559475000000328,1.7763568394002505e-15
indep_dp,1,5.541618750000295,0.07359253905591688
indep_dp,10,5.576925000000326,0.00622575296650937
indep_dp,50,5.580000000000326,0.0
indep_dp,100,5.580000000000326,0.0
indep_dp,500,5.580000000000326,0.0
indep_dp,1000,5.580000000000326,0.0
indep_dp,5000,5.580000000000326,0.0
markov_dp,1,5.5043275000002705,0.0977052214892703
markov_dp,10,5.566870000000324,0.016470611327458713
markov_dp,50,5.571855000000326,0.005885377005766397
markov_dp,100,5.5701100000003265,0.0061586950728220085
markov_dp,500,5.571100000000327,0.0
markov_dp,1000,5.571100000000327,0.0
markov_dp,5000,5.571100000000327,0.0
optimal_dp,1,5.580000000000326,0
optimal_dp,10,5.580000000000326,0
optimal_dp,50,5.580000000000326,0
optimal_dp,100,5.580000000000326,0
optimal_dp,500,5.580000000000326,0
optimal_dp,1000,5.580000000000326,0
optimal_dp,5000,5.580000000000326,0
