supply_node,demand_node,reward
0,0,0.9436752359413841
0,1,0.9497655555963886
0,2,0.5410809259251093
0,3,0.8408507451812641
0,4,0.7248338160050781
0,5,0.8736623891489372
0,6,0.6459064616251597
0,7,0.7401046506780325
0,8,0.5336789911325024
0,9,0.4850728440768991
0,10,0.4979414881669868
0,11,0.6092675979214703
0,12,0.7012538468447631
0,13,0.46922208201997095
0,14,0.3401649722336244
0,15,0.9137879619924215
0,16,0.41461485940988674
0,17,0.978965521842375
0,18,0.8633415847989347
0,19,0.2242500763257722
0,20,0.5181607233895482
0,21,0.7462751404124377
0,22,0.6335405894277013
0,23,0.9421646044431105
0,24,0.5142204894019519
0,25,0.7841302564795339
0,26,0.7159587404049947
0,27,0.42463069816732724
0,28,0.9588229414739764
0,29,0.6918675319803228
1,0,0.7364669147141285
1,1,0.7454890248048609
1,2,0.6801830792058672
1,3,0.673977842777991
1,4,0.7593912537562663
1,5,0.8249817988299575
1,6,0.9274936667204171
1,7,0.9535291068346055
1,8,0.7994300515230407
1,9,0.6679579578426331
1,10,0.7030851748634609
1,11,0.7507165200518993
1,12,0.9864707551772213
1,13,0.7458421807045461
1,14,0.6332870601238081
1,15,0.7502006851620692
1,16,0.6788537235997207
1,17,0.6941226449374881
1,18,0.6630635256182894
1,19,0.5081639584963819
1,20,0.7872574485372125
1,21,0.7579663787493078
1,22,0.8079853054784849
1,23,0.6925217520688078
1,24,0.6934459180957817
1,25,0.914618413850598
1,26,0.7921563146152985
1,27,0.7079547574836063
1,28,0.677978716385981
1,29,0.7891561181638166
2,0,0.803207045449891
2,1,0.8345847666935652
2,2,0.7198702265888909
2,3,0.7906236833318538
2,4,0.8578652769912315
2,5,0.9030865733620865
2,6,0.8105994821020577
2,7,0.927883700254136
2,8,0.6824586470790588
2,9,0.6807752695097506
2,10,0.5969339072252995
2,11,0.668163401015748
2,12,0.875514466854879
2,13,0.6842592283519425
2,14,0.5517164875450696
2,15,0.803837463304674
2,16,0.6299626234153248
2,17,0.7854214698557062
2,18,0.777217388183927
2,19,0.3922177902983982
2,20,0.6698337777080106
2,21,0.7310205238186593
2,22,0.8360659455166616
2,23,0.79373294896837
2,24,0.5943812488873472
2,25,0.9406680115378532
2,26,0.8795877097649901
2,27,0.5909609526590476
2,28,0.7737431726408586
2,29,0.7299338780919034
3,0,0.5543220811497422
3,1,0.5980064351829848
3,2,0.9429390762835284
3,3,0.637416500617366
3,4,0.8091524222060211
3,5,0.6510218714540058
3,6,0.6771719791768471
3,7,0.7313432684412542
3,8,0.5825974897302238
3,9,0.9350664153216394
3,10,0.4560904043366456
3,11,0.4774378221951052
3,12,0.7100332263265068
3,13,0.8017459239971061
3,14,0.667281956258297
3,15,0.550634461656784
3,16,0.8002827539336287
3,17,0.5577339960747503
3,18,0.6084310662068642
3,19,0.3891562277547532
3,20,0.5786595368344905
3,21,0.4918220585723606
3,22,0.9081471598540012
3,23,0.5804142632078517
3,24,0.4353213918404444
3,25,0.7024537611144148
3,26,0.8311264539404495
3,27,0.5486733043656092
3,28,0.5538972473239374
3,29,0.51328778055031
4,0,0.7964238314812453
4,1,0.849161032647842
4,2,0.736750753766259
4,3,0.8755303925221094
4,4,0.9188057428236073
4,5,0.8725155391491092
4,6,0.7146293589220543
4,7,0.8316556025630986
4,8,0.5864188345968779
4,9,0.6781633496113934
4,10,0.5017728178015709
4,11,0.5795632146742673
4,12,0.7793406418133023
4,13,0.6267567830356894
4,14,0.48642219794325037
4,15,0.783283076424921
4,16,0.5843496752301522
4,17,0.8145438053363052
4,18,0.8540083162534547
4,19,0.3010084826641338
4,20,0.5740761576229989
4,21,0.6638192199337403
4,22,0.818043703144346
4,23,0.838519178962918
4,24,0.5011861722546722
4,25,0.8500438821348543
4,26,0.9105353920235365
4,27,0.49788739292001827
4,28,0.8119193989424193
4,29,0.6480327514799752
5,0,0.6619231025577883
5,1,0.6650329322212271
5,2,0.6474518684942226
5,3,0.5911167215191213
5,4,0.689502862349118
5,5,0.7443585310656013
5,6,0.9646864232392819
5,7,0.8702559349664567
5,8,0.87282993445785
5,9,0.6536043801448683
5,10,0.7562950757970222
5,11,0.7684853293023722
5,12,0.9186468743944972
5,13,0.7818101470258261
5,14,0.6937316574663165
5,15,0.6792440701224517
5,16,0.7098147365488374
5,17,0.6139250134695937
5,18,0.5797111525499796
5,19,0.5914742713243473
5,20,0.863311937889589
5,21,0.7259325634762843
5,22,0.7679630155521148
5,23,0.6103194256539629
5,24,0.7365946204240261
5,25,0.8326800800201252
5,26,0.7253750210630852
5,27,0.7907495661394234
5,28,0.5969419198562682
5,29,0.7780278417911397
6,0,0.5886857863825128
6,1,0.63937865989275
6,2,0.9409583319979149
6,3,0.7052884804478089
6,4,0.8693025328692751
6,5,0.6773017927344736
6,6,0.6416764822602059
6,7,0.7230201695449097
6,8,0.5316148905939937
6,9,0.8662044201682731
6,10,0.41304334789618957
6,11,0.45250280314295366
6,12,0.6881400121858539
6,13,0.71674734974203
6,14,0.5789507917750072
6,15,0.5793023500338412
6,16,0.7106330216468777
6,17,0.6060586328344899
6,18,0.6744379904311217
6,19,0.3118141649475229
6,20,0.5251769481808781
6,21,0.49208386424019723
6,22,0.8877184587965565
6,23,0.6337805935947904
6,24,0.39779854873250586
6,25,0.7062437335265856
6,26,0.8740711745888126
6,27,0.4822053115532765
6,28,0.6060423626369704
6,29,0.5005175688519228
7,0,0.44260127262126936
7,1,0.48336066134180955
7,2,0.8606315789653273
7,3,0.5194063532453821
7,4,0.6910061780260681
7,5,0.5412705568329154
7,6,0.6131731032988306
7,7,0.6382908316411084
7,8,0.5454218939507735
7,9,0.9381757087739079
7,10,0.41263942842718204
7,11,0.41092154542544357
7,12,0.6295437591980977
7,13,0.8214838378521134
7,14,0.7246118054375066
7,15,0.4414393316083912
7,16,0.8632871723102142
7,17,0.44144106803441385
7,18,0.4902284971198946
7,19,0.41286126294946834
7,20,0.5456261049071314
7,21,0.4014205865881617
7,22,0.7999356882987211
7,23,0.46299965486572225
7,24,0.38507489074429224
7,25,0.6029027184866573
7,26,0.7132688949323664
7,27,0.5408067849006022
7,28,0.43679025778165703
7,29,0.43346367393765783
8,0,0.6090969142707785
8,1,0.5879801291155071
8,2,0.48097760284376934
8,3,0.4783045268590359
8,4,0.5404399290386166
8,5,0.6574408550073019
8,6,0.8487779200618177
8,7,0.7419870484275691
8,8,0.9258491686301897
8,9,0.4895760072434455
8,10,0.9217046768415421
8,11,0.8891910037981685
8,12,0.7917696108773444
8,13,0.6437801685353342
8,14,0.6047118946002732
8,15,0.6354340700504764
8,16,0.5728237228190443
8,17,0.5425304867854363
8,18,0.4753039675351207
8,19,0.6489525647577015
8,20,0.9149734532177115
8,21,0.7617184949310272
8,22,0.6027865525309628
8,23,0.5264167479141793
8,24,0.9012997153150344
8,25,0.7246644243740835
8,26,0.5730144600471944
8,27,0.8278178619937563
8,28,0.5219969913228764
8,29,0.8360535973211857
9,0,0.7584400911577933
9,1,0.7038780261569405
9,2,0.3735294204538655
9,3,0.5607808267241883
9,4,0.517717228904747
9,5,0.718594950261563
9,6,0.6796478514236131
9,7,0.6752667083344084
9,8,0.6442193206593685
9,9,0.3465516692999764
9,10,0.6912715603922628
9,11,0.8122864355806146
9,12,0.6844775696091916
9,13,0.4283198388932282
9,14,0.3439742466764668
9,15,0.7861968977689151
9,16,0.3575953136862061
9,17,0.6864697533052757
9,18,0.5760791627893782
9,19,0.36146285083699803
9,20,0.629320079819061
9,21,0.914316290532145
9,22,0.49804632813917604
9,23,0.6527305167346877
9,24,0.7266036903882287
9,25,0.7026506673561678
9,26,0.5316235466474258
9,27,0.5352452095655373
9,28,0.6661915294469818
9,29,0.8614018511053236
