policy_name,number_samples,average,standard_deviation
myopic,1,8.628599999999835,0
myopic,10,8.628599999999835,0
myopic,50,8.628599999999835,0
myopic,100,8.628599999999835,0
myopic,500,8.628599999999835,0
myopic,1000,8.628599999999835,0
myopic,5000,8.628599999999835,0
balance,1,9.243459999998215,0
balance,10,9.243459999998215,0
balance,50,9.243459999998215,0
balance,100,9.243459999998215,0
balance,500,9.243459999998215,0
balance,1000,9.243459999998215,0
balance,5000,9.243459999998215,0
iid_dp,1,9.160089499998174,0.08938075337972873
iid_dp,10,9.211689499997961,0.02277847261679289
iid_dp,50,9.221576999997968,0.013749163647439083
iid_dp,100,9.218127499997923,0.010480690280335225
iid_dp,500,9.212149999997859,1.7763568394002505e-15
iid_dp,1000,9.212149999997859,1.7763568394002505e-15
iid_dp,5000,9.212149999997859,1.7763568394002505e-15
indep_dp,1,9.083892499998518,0.13877127681417228
indep_dp,10,9.19182499999804,0.061723988246106455
indep_dp,50,9.21572999999795,0.020830682658105414
indep_dp,100,9.21745649999793,0.012828497681053895
indep_dp,500,9.21321249999787,0.004631330127559244
indep_dp,1000,9.212149999997859,1.7763568394002505e-15
indep_dp,5000,9.212149999997859,1.7763568394002505e-15
markov_dp,1,9.17783799999826,0.07641265259079924
markov_dp,10,9.224009999998051,0.02292371697618605
markov_dp,50,9.233668499998087,0.01188907745593415
markov_dp,100,9.241281999998183,0.006840941163396145
markov_dp,500,9.242164999998186,0.001444332025557019
markov_dp,1000,9.242871999998197,0.0011193239030891338
markov_dp,5000,9.243654499998202,0.0009841517921617177
optimal_dp,1,9.242179999998188,0
optimal_dp,10,9.242179999998188,0
optimal_dp,50,9.242179999998188,0
optimal_dp,100,9.242179999998188,0
optimal_dp,500,9.242179999998188,0
optimal_dp,1000,9.242179999998188,0
optimal_dp,5000,9.242179999998188,0
